window,file_flow_count,pkt_len_variance,file_pkt_entropy,fwd_bwd_ratio,label
0,11,252524.63214754546,1.6729330318733677,0.45454545454545453,0
1,31,107636.77287190323,2.0682121085290825,0.5483870967741935,0
2,14,484541.54256714287,3.039148671903071,0.7142857142857143,0
3,28,497318.9195107143,2.9051718888847455,0.75,0
4,15,360673.867502,1.5546097612655667,0.5333333333333333,0
5,12,71685.88602166667,1.3250112108241772,0.5833333333333334,0
6,26,481238.0731107692,2.526234909949522,0.5,0
8,16,273625.0747642857,2.5550365325772657,0.5,0
9,29,246036.2278227586,2.680006531033429,0.3448275862068966,0
10,2,263490.2551,1.0,0.5,0
11,34,207161.01536554622,2.429682606644449,0.4411764705882353,0
12,11,342760.1981662337,2.6635327548042547,0.6363636363636364,0
13,14,184037.64403571427,2.6105772433316425,0.35714285714285715,0
14,18,135747.34916222224,1.6577427265048892,0.3333333333333333,0
15,9,148491.52077955555,1.6577427265048887,0.1111111111111111,0
16,26,91048.08413807693,0.9989525689736319,0.11538461538461539,0
17,19,103335.85161789473,1.6282202760321465,0.5263157894736842,0
18,13,7048.401317846153,0.7793498372920851,0.3076923076923077,0
19,16,140458.54958700595,1.014097655573916,0.5,0
20,32,15736.586612546562,0.8683927290103626,0.28125,0
21,19,43763.29354387368,1.8452178053170996,0.21052631578947367,0
22,10,143059.735407,1.3567796494470397,0.6,0
23,28,397129.27163275,2.446436481492097,0.5714285714285714,0
24,1,133702.6681,0.0,1.0,0
25,19,92204.84307736842,1.29499507471547,0.2631578947368421,0
26,16,78463.73063685626,1.3244602933016414,1.0,0
27,14,114430.96592142856,1.4299111709758698,0.42857142857142855,0
28,11,100514.42612818182,2.0403733936884962,0.09090909090909091,0
29,7,69461.77845042858,1.3787834934861756,1.0,0
30,9,99061.75696455555,1.879964948727111,0.5555555555555556,0
31,23,54584.08033602783,0.7553754125614287,0.7391304347826086,0
32,10,433075.526767,2.6464393446710153,0.3,0
33,39,528934.5019648718,2.629821926162329,0.8205128205128205,0
35,20,242161.72706,2.7232196723355075,0.5,0
36,1,182974.2397,0.0,1.0,0
37,20,462775.2046555,2.1567796494470395,0.7,0
38,23,662281.4527105783,2.827059781767714,0.782608695652174,0
39,6,382760.69905833335,0.9182958340544894,0.3333333333333333,0
40,22,190413.20544,1.8853775057695392,0.2727272727272727,0
41,24,285301.6610545833,1.9677648376739314,0.2916666666666667,0
42,20,413785.769755,2.446439344671015,0.3,0
43,4,0.0,0.0,0.25,0
44,20,312401.4940665,2.3016094970590277,0.3,0
45,25,199161.11927680002,2.8626831892554927,0.12,0
46,17,223498.93890588236,2.1812056673346514,0.47058823529411764,0
47,16,124560.404108125,2.4056390622295667,0.1875,0
48,30,135166.26259889,2.2321654021612107,0.13333333333333333,0
49,21,93575.94821904761,1.4112050925821993,0.42857142857142855,0
50,7,277414.1488828571,1.8423709931771088,0.14285714285714285,0
51,12,356357.7699933333,2.1887218755408675,0.5,0
52,17,170835.33849294117,2.343257873344267,0.17647058823529413,0
53,10,92104.924865,0.9219280948873624,1.3,0
54,34,424695.0863035294,2.8644096375599304,0.38235294117647056,0
55,10,156145.4512828571,1.9219280948873625,0.2,0
56,37,310445.8653202703,2.6425214267340564,0.32432432432432434,0
58,16,276304.2992,1.9669171866886992,0.1875,0
59,13,373851.85997307696,2.411602217974672,0.6923076923076923,0
60,7,270291.7611571429,2.1280852788913944,0.0,0
61,14,398314.62012857146,2.1280852788913944,0.21428571428571427,0
62,44,246824.87302977275,2.2171312698850767,0.2727272727272727,0
64,23,240172.09398956524,2.6798066535975913,0.34782608695652173,0
65,12,274076.86408333335,2.355388542207534,0.4166666666666667,0
66,2,3896.6666665,1.0,0.0,0
67,26,238195.18330379121,2.070418933233254,0.4230769230769231,0
68,1,0.0,0.0,0.0,0
69,2,118051.3456,1.0,0.0,0
70,16,150160.3176975,2.0550365325772657,0.25,0
71,14,165311.85126122442,2.3527457808718704,0.5714285714285714,0
72,8,217127.04273749999,1.75,0.125,0
73,22,152912.1175681818,2.231270254607576,0.2727272727272727,0
74,28,292650.42324475356,2.4345491399952026,0.5357142857142857,0
75,15,190783.82798220668,1.103307408607834,0.2,0
76,4,0.0,0.0,1.25,0
77,12,37606.84123860833,1.5849625007211563,0.4166666666666667,0
78,11,106114.3007636,1.0957952550009338,0.36363636363636365,0
79,17,86094.72809882353,1.4392540172118762,0.35294117647058826,0
80,30,164812.13733850903,2.004935594743131,0.36666666666666664,0
81,10,183614.168298,1.3567796494470397,0.8,0
82,22,312574.0068186364,2.408549096875309,0.5,0
83,9,267781.20737555553,2.0588138903312014,0.5555555555555556,0
84,17,164247.25627647058,2.3804304878001115,0.5882352941176471,0
85,11,252521.89744363635,1.0957952550009338,0.5454545454545454,0
86,21,764122.4958790476,2.4516084941043097,0.5238095238095238,0
87,30,446633.95557333337,2.487454835008816,0.43333333333333335,0
88,2,391461.45369999995,1.0,0.5,0
89,47,617396.4561715532,2.308291816608091,0.3829787234042553,0
90,6,149735.98107,1.7924812503605783,0.16666666666666666,0
91,17,190204.80272443529,1.8942738697712642,0.23529411764705882,0
92,9,175167.51402222223,2.1971597234241496,0.1111111111111111,0
93,1,380839.0841,0.0,1.0,0
94,32,139312.91566339688,2.19616329959714,0.4375,0
95,13,257931.86100182307,2.287783719941071,0.23076923076923078,0
96,17,247.32097069411768,1.901506402501506,0.17647058823529413,0
97,20,235.1190476,1.0,0.05,0
98,14,1355.406832357143,0.7345299214394703,0.5714285714285714,0
99,15,55070.03418444,1.0389205950315934,0.5333333333333333,0
100,22,471590.5632522728,2.3380209612256113,0.5454545454545454,0
101,12,339827.12641666667,2.792481250360578,0.5833333333333334,0
102,16,187307.71044875,2.202819531114783,0.4375,0
103,11,527913.6662363636,2.3685225277282065,0.6363636363636364,0
104,13,277631.9234,2.4416298737872246,0.5384615384615384,0
105,47,150605.16764668724,2.37463253620471,0.2765957446808511,0
106,8,195917.79114624998,1.4056390622295665,0.75,0
107,2,35745.7,1.0,0.5,0
108,4,368904.209925,2.0,1.0,0
109,26,119962.94664124577,2.0828298561807106,0.11538461538461539,0
110,24,159111.178389875,2.447338796187554,0.16666666666666666,0
111,2,156130.94135,1.0,0.5,0
112,24,142800.586895,2.5833333333333335,0.5,0
113,16,21.9375,0.3372900666170139,0.4375,0
114,24,86545.7455847625,1.3563429881688325,0.375,0
115,6,62852.77728833334,1.459147917027245,1.0,0
116,16,4177.659474,0.3372900666170139,0.3125,0
117,22,37716.103306363635,1.0476747992754052,0.5,0
118,19,180532.19697764737,2.4650694618158377,0.42105263157894735,0
119,4,72440.24294525,1.0,0.25,0
120,17,520514.70321235294,2.3804304878001115,0.8235294117647058,0
121,15,362550.4328773333,2.872905595320056,0.6,0
122,4,0.0,0.0,1.0,0
123,20,166779.79402099998,2.5016094970590275,0.45,0
124,9,140059.6090127,1.2243944454059863,0.6666666666666666,0
125,18,211263.98076296112,2.747167197306934,0.2777777777777778,0
126,9,43701.94571957778,0.7642045065086203,0.4444444444444444,0
127,3,0.0,0.0,0.0,0
128,17,436847.4356823529,2.0157404324930677,0.23529411764705882,0
129,2,142320.65835,1.0,0.0,0
130,27,253547.7764222222,2.0301604127080295,0.37037037037037035,0
131,8,340612.14636875,1.5487949406953987,0.625,0
132,17,223675.86587254706,2.6039757266107144,0.6470588235294118,0
133,11,220932.7791463636,2.913977073182752,1.5454545454545454,0
134,21,178757.38161374148,2.4516084941043097,0.42857142857142855,0
135,11,215873.6722363636,2.2221915755066783,0.09090909090909091,0
136,28,171260.79813571429,1.5474571592060486,0.14285714285714285,0
137,22,426014.73762227275,2.5262804816836244,0.45454545454545453,0
138,28,462352.659110725,2.6514789228933093,0.42857142857142855,0
139,27,284593.22956999997,2.6983768564104893,0.2222222222222222,0
140,19,154171.26349636842,1.8679653582397109,0.47368421052631576,0
141,15,31469.911846666666,1.856564762130954,0.4,0
142,15,4720.477285993333,0.7219280948873623,0.2,0
143,30,10554.510763374,0.21084230031853216,0.16666666666666666,0
144,16,5861.29209068125,1.311278124459133,0.5625,0
145,24,89706.57185059541,1.408222675578688,0.6666666666666666,0
146,25,47812.08772577256,1.2439904575514165,0.48,0
147,29,32539.543939448275,1.4770084995350183,0.3103448275862069,0
148,24,4989.53872815,0.24988229283318544,0.125,0
149,16,14182.238208318751,0.5435644431995964,0.1875,0
150,21,126357.50776707618,1.1182751607709762,0.5238095238095238,0
151,11,500221.22734545456,2.8453509366224368,1.0,0
152,29,464166.3045572414,2.496938087802245,0.4482758620689655,0
153,7,351308.7166442857,1.3787834934861756,0.7142857142857143,0
154,33,233481.05557248485,2.2034386403358424,0.3939393939393939,0
155,26,440380.4534596154,2.062629225141435,0.38461538461538464,0
156,1,0.0,0.0,1.0,0
157,23,112654.43172695652,0.5131851787372752,0.391304347826087,0
158,50,154816.596778,1.9291353321499973,0.36,0
159,7,57960.78876485714,1.4488156357251847,0.0,0
163,2,17946.79524,1.0,1.0,0
164,39,517964.48986820516,2.874324658297966,0.6153846153846154,0
165,32,287697.2740540625,2.166615921862549,0.40625,0
166,26,246358.33047423078,1.7680644949326603,0.23076923076923078,0
167,10,98020.38259,0.9219280948873624,0.7,0
168,16,112429.74932326874,1.371640762186858,0.25,0
169,19,162504.3586368421,0.9530138853315973,0.9473684210526315,0
